position_err, heading_err
0.06126766921149048, 0.09670772734730325
0.08707240680262841, 0.1009454818386282
0.06149480273077848, 0.2742590260914819
1.0, 1.0
0.0641534227817311, 0.12701221570860965
0.05226993359027042, 0.11991427776416405
0.05674333431071736, 0.20821651814345893
0.04950301008778824, 0.08728452654795534
0.08773990032228278, 0.0571405538910673
0.0648740889008361, 0.1821467947576985
0.09825330395030869, 0.06153280711351449
0.08275646255770806, 0.18045769272914486
0.07358484579209691, 0.10773618901130641
0.06225569544244759, 0.08176768266149123
0.09103540372082271, 0.2922577023591926
0.06930097106467639, 0.10606958476180409
0.06920283125229246, 0.08887166349054804
0.05562953508343116, 0.10851203734610478
0.07124547020641168, 0.1882170223763815
0.06812586710553412, 0.21785745220242783
0.06015920691564622, 0.14558397210597276
0.10029450728200259, 0.20795791748007794
0.05577089061175483, 0.19136316061745606
0.06478955010727762, 0.2318893648375668
0.0575273835749634, 0.16190551949832366
1.0, 1.0
1.0, 1.0
0.10842038986016146, 0.2787652445072519
0.06748779733620654, 0.1514235834327269
0.07589311768487728, 0.18652960290982606
1.0, 1.0
0.057658067252612306, 0.17837226716473764
0.06043742893744666, 0.09564632832402305
0.06440077232215748, 0.1328480205887792
0.07391674925787389, 0.13791727826268718
0.08136133361698566, 0.11101175378053461
0.08764249526821234, 0.10428283441639381
0.10410140966812874, 0.2934476619117476
0.0949170549632734, 0.15497901289241559
0.0904537341625088, 0.22293041727908816
0.08765170634637957, 0.10318889896219113
0.07715442478318209, 0.09275838492060932
0.05805849780135203, 0.10997601906252204
0.0688533973519185, 0.26511092042916434
0.060916166324533234, 0.09848992181788346
0.055863632263589605, 0.20636389511409783
0.08740679021843749, 0.13629973821062039
0.10055000904487597, 0.16323878095808633
0.0634746518577848, 0.09661865460788079
0.09102185893040782, 0.15251949023131378
0.05793894527001559, 0.24396687438460807
0.06385058723474778, 0.2608930206544354
0.09926171932112371, 0.19563301739171615
0.06966576500958682, 0.24982975937451926
0.06742694032920538, 0.13249751395676798
0.05955157478231087, 0.19271562829245922
0.06308029531494867, 0.1290892188571315
0.06376063817537522, 0.26260513302652166
0.07978544703389666, 0.14168095119987453
0.09688902401103928, 0.13579924685934547
0.08710793916550605, 0.24607677047024298
0.06195238995436466, 0.14763637280904385
0.07261465974894386, 0.10485815951452508
0.05788482151643795, 0.1592830531678271
0.06351431285916057, 0.24422086609982116
0.08880094587026778, 0.11430298403744489
0.06817696835235805, 0.08808634673034255
0.10603869172712604, 0.20507771272829997
0.08503870495514926, 0.05503617123788073
0.08392926045795125, 0.19341525909429863
0.07499504796820261, 0.14584516103754952
0.09122191779280037, 0.11824763750976512
0.0570070015636958, 0.2400130158975554
0.07081677194255352, 0.13650735377482442
0.07731160515313153, 0.14270763955234952
0.08712799655352746, 0.2592579995868262
0.07179674193185645, 0.15521665122918674
0.06670380429146747, 0.11607325729627943
0.09166693477836216, 0.24713484177643372
0.05769706699850015, 0.20863502290398533
0.06896790838044634, 0.25005488011161847
0.09041440803812081, 0.15741177565335643
0.09915102415288202, 0.19255084819688506
0.061554527089268764, 0.09543658092251604
0.05731223659237979, 0.090885823555723
0.07727083948925495, 0.12131322510619934
0.07244657816653614, 0.23918196508950934
0.06437986209513909, 0.22880025732567058
0.06199383400859269, 0.12945074714150628
0.15663388128549102, 0.3997192279356512
0.06240957868645256, 0.176939884274426
0.06626645401546614, 0.15073118879235808
0.06505413267946257, 0.06990478319379961
0.07331740222381386, 0.10734022370537699
0.06595322831433478, 0.21577038068379012
0.07076729188854514, 0.23488219722362558
0.07674848909455281, 0.12172379941924907
0.0711086755055002, 0.22022473366677484
0.06793485263106028, 0.2490493066243936
0.07763593697184137, 0.22615543268374488
